(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,406.495,34,1,
1,407.055,34,1,
1,407.188,35,1,
1,407.365,36,1,
1,408.176,37,1,
1,408.454,38,1,
1,408.509,39,1,
1,408.659,40,1,
1,408.958,41,1,
1,410.087,40,1,
1,410.47,41,1,
1,411.092,42,1,
1,411.101,43,1,
1,412.735,42,1,
1,414.362,41,1,
1,414.949,41,1,
1,415.327,42,1,
1,416.442,43,1,
1,418.666,43,1,
1,418.846,44,1,
1,421.813,43,1,
1,422.317,44,1,
1,422.637,45,1,
1,423.605,45,1,
1,424.252,43,1,
1,424.877,43,1,
1,424.902,44,1,
1,424.99,45,1,
1,425.502,46,1,
1,426.592,43,1,
1,428.312,42,1,
1,429.557,43,1,
1,430.938,43,1,
1,432.568,42,1,
1,432.642,43,1,
1,433.198,44,1,
1,433.884,45,1,
1,435.772,43,1,
1,436.6,43,1,
1,437.847,44,1,
1,439.37,45,1,
1,440.11,45,1,
1,440.447,46,1,
1,442.018,47,1,
1,442.342,48,1,
1,442.381,49,1,
1,445.691,47,1,
1,447.22,46,1,
1,447.414,47,1,
1,447.482,48,1,
1,449.321,45,1,
1,449.594,46,1,
1,451.032,46,1,
1,451.252,47,1,
1,453.025,45,1,
1,453.328,45,1,
1,453.354,46,1,
1,453.989,47,1,
1,454.987,47,1,
(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,1.71058,0,0,
1,1.94862,0,1,
1,2.69604,0,0,
1,3.2991,0,1,
1,4.01825,1,1,
1,4.7085,1,1,
1,6.42994,2,1,
1,10.0937,0,0,
1,10.493,0,1,
1,11.4856,1,1,
1,13.5402,2,1,
1,14.677,1,1,
1,14.9922,1,1,
1,16.3548,2,1,
1,19.2956,1,1,
1,20.813,2,1,
1,21.9814,3,1,
1,23.3569,4,1,
1,23.6871,5,1,
1,25.8523,2,1,
1,26.5643,1,1,
1,28.8674,0,1,
1,31.6722,0,0,
1,32.0722,0,1,
1,34.3417,0,1,
1,36.3977,0,0,
1,36.9926,0,0,
1,37.1124,0,1,
1,37.9265,1,1,
1,38.3419,2,1,
1,39.2522,2,1,
1,39.3528,3,1,
1,42.746,1,1,
1,42.8572,2,1,
1,43.146,2,1,
1,43.3738,3,1,
1,43.3738,4,1,
1,45.113,4,1,
1,45.1791,5,1,
1,47.1034,4,1,
1,47.7622,5,1,
1,48.284,5,1,
1,48.9314,5,1,
1,48.9798,6,1,
1,49.9171,7,1,
1,50.0443,8,1,
1,50.6877,8,1,
1,53.4785,3,1,
1,53.8722,3,1,
1,54.2897,3,1,
1,57.4111,2,1,
1,57.8213,2,1,
1,62.8158,0,0,
1,63.1686,0,1,
1,63.2407,1,1,
1,64.5523,0,0,
1,64.7461,0,1,
1,65.7207,0,1,
1,66.4522,0,1,
1,66.8574,1,1,
1,67.1115,2,1,
1,67.377,3,1,
1,68.2122,3,1,
1,70.2615,1,1,
1,70.3713,1,1,
1,72.0135,1,1,
1,73.5174,0,1,
1,74.5373,0,1,
1,75.6773,0,1,
1,75.8134,1,1,
1,75.8706,2,1,
1,76.3217,3,1,
1,76.5425,4,1,
1,76.7254,5,1,
1,76.9197,6,1,
1,77.9934,7,1,
1,78.3092,8,1,
1,78.6432,9,1,
1,78.714,10,1,
1,78.8781,11,1,
1,80.7112,12,1,
1,81.0754,13,1,
1,81.4345,13,1,
1,81.6653,14,1,
1,81.7067,15,1,
1,82.114,14,1,
1,82.7193,15,1,
1,83.0786,16,1,
1,86.6689,14,1,
1,87.0705,12,1,
1,89.1999,11,1,
1,89.5036,11,1,
1,89.6248,12,1,
1,90.1921,13,1,
1,90.6771,13,1,
1,90.8266,14,1,
1,91.4878,15,1,
1,91.6259,16,1,
1,91.644,17,1,
1,91.7957,18,1,
1,95.1384,16,1,
1,95.2593,17,1,
1,95.3165,18,1,
1,99.1124,13,1,
1,104.697,6,1,
1,105.052,6,1,
1,106.64,5,1,
1,107.389,5,1,
1,110.013,0,0,
1,112.031,0,0,
1,113.691,0,0,
1,114.626,0,0,
1,115.303,0,1,
1,116.773,1,1,
1,117.448,2,1,
1,117.866,2,1,
1,119.312,1,1,
1,120.644,1,1,
1,122.092,1,1,
1,123.926,0,0,
1,125.63,0,1,
1,126.457,0,1,
1,127.397,0,0,
1,127.909,0,1,
1,130.038,0,0,
1,131.268,0,0,
1,132.01,0,1,
1,133.983,1,1,
1,134.416,2,1,
1,136.41,0,0,
1,137.081,0,0,
