(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,295.455,12,1,
1,295.683,13,1,
1,295.685,14,1,
1,297.486,14,1,
1,298.458,15,1,
1,298.874,16,1,
1,299.694,16,1,
1,299.969,17,1,
1,301.364,17,1,
1,301.443,18,1,
1,302.641,17,1,
1,303.327,18,1,
1,305.487,15,1,
1,305.888,16,1,
1,306.56,16,1,
1,306.692,17,1,
1,307.553,16,1,
1,307.828,17,1,
1,309.012,18,1,
1,310.878,15,1,
1,311.267,16,1,
1,311.449,16,1,
1,312.051,16,1,
1,313.462,15,1,
1,313.548,16,1,
1,314.671,17,1,
1,315.183,18,1,
1,315.728,19,1,
1,316.086,20,1,
1,316.097,21,1,
1,319.305,19,1,
1,320.544,19,1,
1,322.048,18,1,
1,324.084,18,1,
1,324.574,19,1,
1,325.354,20,1,
1,326.281,19,1,
1,326.294,20,1,
1,326.802,21,1,
1,327.105,22,1,
1,327.859,23,1,
1,328.488,23,1,
1,330.292,23,1,
1,332.122,24,1,
1,332.403,25,1,
1,332.954,26,1,
1,332.958,27,1,
1,333.33,28,1,
1,336.414,28,1,
1,336.821,29,1,
1,341.673,23,1,
1,342.721,22,1,
1,343.363,23,1,
1,344.007,23,1,
1,345.693,24,1,
1,347.106,22,1,
1,347.75,22,1,
1,348.102,23,1,
1,349.385,22,1,
1,349.83,23,1,
1,350.613,22,1,
1,350.635,23,1,
1,351.274,24,1,
1,352.357,23,1,
1,353.281,24,1,
1,354.881,24,1,
1,355.42,24,1,
1,355.76,25,1,
1,356.353,26,1,
1,359.455,24,1,
1,359.562,25,1,
1,360.53,26,1,
1,360.622,27,1,
1,361.239,28,1,
1,362.055,28,1,
1,364.349,26,1,
1,367.641,24,1,
1,369.812,22,1,
1,370.027,23,1,
1,370.298,22,1,
1,373.373,18,1,
1,377.193,13,1,
1,377.954,14,1,
1,378.36,15,1,
1,378.77,16,1,
1,378.932,17,1,
1,380.557,14,1,
1,383.115,13,1,
1,383.293,14,1,
1,384.103,15,1,
1,384.382,15,1,
1,384.436,16,1,
1,384.587,17,1,
1,384.885,18,1,
1,386.015,18,1,
1,386.214,19,1,
1,388.054,19,1,
1,388.949,19,1,
1,390.554,19,1,
1,391.795,20,1,
1,392.493,21,1,
1,394.259,21,1,
1,397.914,15,1,
1,397.986,16,1,
1,398.633,15,1,
1,399.865,14,1,
1,400.014,15,1,
1,400.218,16,1,
1,400.343,17,1,
1,400.347,18,1,
1,401.259,18,1,
1,401.984,19,1,
1,403.229,19,1,
1,405.172,19,1,
1,405.518,20,1,
1,406.265,19,1,
1,406.952,19,1,
1,407.153,19,1,
1,407.41,19,1,
1,407.984,19,1,
1,408.194,20,1,
1,409.022,20,1,
1,410.27,21,1,
1,411.793,22,1,
1,412.532,21,1,
1,412.837,22,1,
1,412.867,23,1,
1,414.709,20,1,
1,415.281,21,1,
1,415.522,22,1,
1,416.716,23,1,
1,418.469,21,1,
1,418.558,22,1,
1,418.694,23,1,
1,418.753,24,1,
1,419.032,25,1,
1,420.197,25,1,
1,420.577,26,1,
1,425.163,25,1,
1,425.374,26,1,
1,428.773,26,1,
1,429.022,27,1,
1,429.128,28,1,
1,429.252,29,1,
1,431.166,29,1,
1,432.99,27,1,
1,433.759,27,1,
1,434.155,27,1,
1,434.281,28,1,
1,436.331,28,1,
1,440.555,25,1,
1,442.101,24,1,
1,442.501,25,1,
1,443.126,25,1,
1,443.173,26,1,
1,444.102,24,1,
1,445.788,24,1,
1,447.913,23,1,
1,447.942,24,1,
1,448.157,25,1,
1,448.355,25,1,
1,448.844,26,1,
1,448.985,27,1,
1,449.104,28,1,
1,450.853,23,1,
1,451.617,24,1,
1,452.221,25,1,
1,452.583,26,1,
1,453.127,26,1,
1,453.161,27,1,
1,453.539,28,1,
1,454.001,29,1,
1,455.762,30,1,
1,456.018,31,1,
1,457.842,30,1,
1,461.057,27,1,
1,461.388,28,1,
1,461.926,29,1,
1,462.855,29,1,
1,463.16,30,1,
1,463.935,31,1,
1,465.244,31,1,
1,465.6,30,1,
1,467.64,29,1,
1,468.524,29,1,
1,470.106,28,1,
1,470.243,28,1,
1,474.07,26,1,
1,474.543,27,1,
1,475.101,27,1,
1,477.039,24,1,
1,477.935,25,1,
1,480.851,22,1,
(arrivalMean_ / departureMean_),item->arrivalTime_,queue_->length(),status_,
1,1.71058,0,0,
1,2.31621,0,1,
1,2.54251,1,1,
1,2.96104,2,1,
1,3.68019,2,1,
1,3.99381,3,1,
1,5.53248,3,1,
1,6.29712,3,1,
1,6.38388,4,1,
1,6.65651,5,1,
1,8.16728,3,1,
1,9.2512,2,1,
1,9.41904,3,1,
1,10.0376,3,1,
1,11.0301,4,1,
1,11.091,5,1,
1,12.3521,6,1,
1,13.3584,6,1,
1,14.0358,6,1,
1,15.5896,6,1,
1,16.9813,6,1,
1,18.3304,6,1,
1,19.6835,5,1,
1,21.059,6,1,
1,22.5528,6,1,
1,22.8503,7,1,
1,23.3958,7,1,
1,24.1078,8,1,
1,24.9182,9,1,
1,30.8846,6,1,
1,30.9631,7,1,
1,31.3131,4,1,
1,33.3691,2,1,
1,33.4968,3,1,
1,34.2626,3,1,
1,34.5927,3,1,
1,35.3148,4,1,
